Date,Open,High,Low,Close,Adj Close,Volume
2021-01-25,34.230000,35.000000,26.200001,28.629999,28.629999,52581000
2021-01-26,28.530001,28.530001,24.000000,24.040001,24.040001,27164000
2021-01-27,23.600000,25.500000,22.000000,23.160000,23.160000,20218700
2021-01-28,24.129000,25.900000,22.537001,24.270000,24.270000,12193000
2021-01-29,24.690001,25.799999,22.100000,22.500000,22.500000,13583000
2021-02-01,23.430000,24.000000,22.150000,23.000000,23.000000,9802700
2021-02-02,23.910000,25.990000,23.629999,25.870001,25.870001,13089000
2021-02-03,27.170000,27.170000,25.900000,26.760000,26.760000,5925100
2021-02-04,26.260000,27.480000,24.110001,25.139999,25.139999,18742000
2021-02-05,25.219999,25.219999,23.650000,24.230000,24.230000,5431700
2021-02-08,23.430000,23.660000,22.000000,22.040001,22.040001,15008300
2021-02-09,22.910000,23.250000,22.129999,22.520000,22.520000,7498800
2021-02-10,22.959999,23.540001,22.059999,22.430000,22.430000,5104200
2021-02-11,22.400000,25.520000,22.290001,24.950001,24.950001,8265100
2021-02-12,24.900000,25.000000,24.000000,24.480000,24.480000,3142400
