Date,Open,High,Low,Close,Adj Close,Volume
2021-01-28,33.349998,34.750000,32.212002,33.000000,33.000000,7415800
2021-01-29,32.419998,34.400002,31.879999,33.930000,33.930000,4688000
2021-02-01,34.360001,38.090000,34.259998,37.680000,37.680000,4903300
2021-02-02,38.590000,41.759998,35.099998,38.840000,38.840000,10671200
2021-02-03,39.099998,40.549999,36.990002,37.020000,37.020000,2909200
2021-02-04,37.369999,39.869999,37.310001,39.619999,39.619999,6488100
2021-02-05,40.029999,40.410000,38.529999,39.950001,39.950001,1342800
2021-02-08,39.950001,40.049999,38.090000,40.000000,40.000000,1370700
2021-02-09,39.750000,40.000000,37.919998,38.599998,38.599998,1433500
2021-02-10,38.310001,38.487999,37.185001,37.349998,37.349998,1413400
2021-02-11,37.310001,37.480000,35.759998,36.349998,36.349998,1018500
2021-02-12,36.220001,38.150002,35.270000,37.919998,37.919998,546800
