Date,Open,High,Low,Close,Adj Close,Volume
2020-02-14,0.703000,0.703000,0.660000,0.680000,0.680000,141000
2020-02-18,0.710000,0.710000,0.679000,0.681000,0.681000,140000
2020-02-19,0.691000,0.691000,0.665000,0.683000,0.683000,144800
2020-02-20,0.688000,0.710000,0.680000,0.703000,0.703000,185300
2020-02-21,0.710000,0.737000,0.700000,0.710000,0.710000,163800
2020-02-24,0.738000,0.738000,0.671000,0.675000,0.675000,105000
2020-02-25,0.700000,0.700000,0.650000,0.655000,0.655000,213100
2020-02-26,0.648000,0.682000,0.630000,0.631000,0.631000,221500
2020-02-27,0.620000,0.625000,0.580000,0.595000,0.595000,275700
2020-02-28,0.566000,0.600000,0.540000,0.570000,0.570000,317000
2020-03-02,0.599000,0.620000,0.560000,0.600000,0.600000,280100
2020-03-03,0.630000,0.638000,0.590000,0.634000,0.634000,223200
2020-03-04,0.600000,0.630000,0.600000,0.625000,0.625000,120300
2020-03-05,0.725000,0.779000,0.630000,0.650000,0.650000,1798300
2020-03-06,0.630000,0.633000,0.570000,0.586000,0.586000,281700
2020-03-09,0.500000,0.550000,0.500000,0.520000,0.520000,349100
2020-03-10,0.500000,0.554000,0.460000,0.490000,0.490000,280000
2020-03-11,0.505000,0.510000,0.423000,0.450000,0.450000,247300
2020-03-12,0.400000,0.420000,0.366000,0.380000,0.380000,256700
2020-03-13,0.425000,0.446000,0.378000,0.400000,0.400000,186700
2020-03-16,0.400000,0.420000,0.380000,0.405000,0.405000,161700
2020-03-17,0.441000,0.441000,0.400000,0.408000,0.408000,93300
2020-03-18,0.415000,0.435000,0.351000,0.380000,0.380000,190400
2020-03-19,0.400000,0.469000,0.389000,0.458000,0.458000,683600
2020-03-20,0.470000,0.493000,0.425000,0.446000,0.446000,193600
2020-03-23,0.523000,0.550000,0.450000,0.486000,0.486000,518400
2020-03-24,0.550000,0.550000,0.471000,0.480000,0.480000,157300
2020-03-25,0.504000,0.550000,0.480000,0.536000,0.536000,246600
2020-03-26,0.550000,0.600000,0.520000,0.550000,0.550000,544900
2020-03-27,0.567000,0.567000,0.500000,0.527000,0.527000,165600
2020-03-30,0.527000,0.529000,0.468000,0.528000,0.528000,113600
2020-03-31,0.530000,0.530000,0.450000,0.480000,0.480000,204300
2020-04-01,0.520000,0.547000,0.481000,0.496000,0.496000,363300
2020-04-02,0.508000,0.528000,0.470000,0.475000,0.475000,179300
2020-04-03,0.488000,0.520000,0.475000,0.505000,0.505000,120800
2020-04-06,0.530000,0.530000,0.473000,0.480000,0.480000,256600
2020-04-07,0.480000,0.510000,0.456000,0.475000,0.475000,235300
2020-04-08,0.485000,0.500000,0.470000,0.481000,0.481000,141100
2020-04-09,0.490000,0.520000,0.470000,0.472000,0.472000,190000
2020-04-13,0.510000,0.520000,0.470000,0.498000,0.498000,96200
2020-04-14,0.510000,0.510000,0.472000,0.500000,0.500000,207400
2020-04-15,0.500000,0.515000,0.475000,0.500000,0.500000,137100
2020-04-16,0.588000,0.588000,0.475000,0.475000,0.475000,599800
2020-04-17,0.500000,0.500000,0.450000,0.460000,0.460000,374800
2020-04-20,0.473000,0.480000,0.442000,0.449000,0.449000,221000
2020-04-21,0.450000,0.450000,0.430000,0.437000,0.437000,154800
2020-04-22,0.431000,0.444000,0.420000,0.438000,0.438000,164700
2020-04-23,0.439000,0.450000,0.421000,0.440000,0.440000,175500
2020-04-24,0.448000,0.450000,0.430000,0.450000,0.450000,200000
2020-04-27,0.440000,0.470000,0.440000,0.467000,0.467000,251700
2020-04-28,0.470000,0.520000,0.450000,0.470000,0.470000,1205400
2020-04-29,0.490000,0.490000,0.445000,0.445000,0.445000,433200
2020-04-30,0.467000,0.468000,0.450000,0.456000,0.456000,283000
2020-05-01,0.470000,0.470000,0.446000,0.460000,0.460000,124700
2020-05-04,0.460000,0.464000,0.450000,0.463000,0.463000,176200
2020-05-05,0.473000,0.570000,0.470000,0.538000,0.538000,1791300
2020-05-06,0.540000,0.550000,0.490000,0.515000,0.515000,586100
2020-05-07,0.510000,0.529000,0.500000,0.520000,0.520000,315200
2020-05-08,0.504000,0.550000,0.500000,0.529000,0.529000,286600
2020-05-11,0.560000,0.567000,0.530000,0.540000,0.540000,385700
2020-05-12,0.580000,0.625000,0.530000,0.573000,0.573000,1346100
2020-05-13,0.570000,0.570000,0.490000,0.541000,0.541000,741000
2020-05-14,0.530000,0.535000,0.500000,0.507000,0.507000,333800
2020-05-15,0.502000,0.510000,0.471000,0.492000,0.492000,394500
2020-05-18,0.492000,0.519000,0.485000,0.500000,0.500000,279500
2020-05-19,0.509000,0.530000,0.500000,0.515000,0.515000,339100
2020-05-20,0.509000,0.519000,0.490000,0.505000,0.505000,262900
2020-05-21,0.517000,0.680000,0.490000,0.640000,0.640000,6207600
2020-05-22,0.432000,0.469000,0.430000,0.439000,0.439000,12473700
2020-05-26,0.445000,0.449000,0.421000,0.435000,0.435000,5214900
2020-05-27,0.428000,0.430000,0.401000,0.412000,0.412000,3072300
2020-05-28,0.441000,0.441000,0.411000,0.423000,0.423000,6764400
2020-05-29,0.530000,0.600000,0.451000,0.483000,0.483000,36093200
2020-06-01,0.435000,0.450000,0.420000,0.440000,0.440000,4222100
2020-06-02,0.440000,0.460000,0.431000,0.442000,0.442000,4780800
2020-06-03,0.463000,0.470000,0.443000,0.452000,0.452000,3663800
2020-06-04,0.450000,0.452000,0.435000,0.443000,0.443000,3486900
2020-06-05,0.446000,0.494000,0.430000,0.468000,0.468000,7998700
2020-06-08,0.470000,0.500000,0.455000,0.490000,0.490000,4442700
2020-06-09,0.510000,0.586000,0.477000,0.570000,0.570000,12413800
2020-06-10,0.565000,0.599000,0.513000,0.539000,0.539000,6008000
2020-06-11,0.483000,0.500000,0.462000,0.488000,0.488000,2446700
2020-06-12,0.500000,0.540000,0.464000,0.500000,0.500000,2954900
2020-06-15,0.500000,0.559000,0.476000,0.545000,0.545000,5714300
2020-06-16,0.545000,0.559000,0.511000,0.524000,0.524000,1753300
2020-06-17,0.525000,0.530000,0.490000,0.513000,0.513000,1330800
2020-06-18,0.505000,0.584000,0.495000,0.549000,0.549000,7722000
2020-06-19,0.550000,0.597000,0.535000,0.545000,0.545000,5013800
2020-06-22,0.580000,0.580000,0.550000,0.563000,0.563000,2371800
2020-06-23,0.551000,0.578000,0.523000,0.538000,0.538000,2675600
2020-06-24,0.531000,0.550000,0.506000,0.521000,0.521000,2072800
2020-06-25,0.520000,0.540000,0.492000,0.523000,0.523000,2699300
2020-06-26,0.523000,0.530000,0.493000,0.500000,0.500000,1401300
2020-06-29,0.500000,0.510000,0.460000,0.494000,0.494000,1528100
2020-06-30,0.488000,0.495000,0.473000,0.485000,0.485000,1306700
2020-07-01,0.484000,0.500000,0.471000,0.481000,0.481000,1071400
2020-07-02,0.497000,0.497000,0.465000,0.475000,0.475000,1578600
2020-07-06,0.484000,0.494000,0.471000,0.490000,0.490000,1423900
2020-07-07,0.490000,0.574000,0.480000,0.540000,0.540000,6815500
2020-07-08,0.547000,0.590000,0.541000,0.561000,0.561000,4266200
2020-07-09,0.573000,0.668000,0.542000,0.652000,0.652000,15211600
2020-07-10,0.640000,0.820000,0.600000,0.695000,0.695000,23747400
2020-07-13,0.720000,0.750000,0.643000,0.657000,0.657000,6917800
2020-07-14,0.635000,0.650000,0.560000,0.627000,0.627000,4555100
2020-07-15,0.581000,0.669000,0.580000,0.661000,0.661000,4792100
2020-07-16,0.652000,0.710000,0.631000,0.696000,0.696000,5055800
2020-07-17,0.701000,0.705000,0.670000,0.689000,0.689000,2896900
2020-07-20,0.729000,0.780000,0.689000,0.760000,0.760000,7819300
2020-07-21,0.760000,0.760000,0.680000,0.717000,0.717000,4149500
2020-07-22,0.700000,0.770000,0.690000,0.739000,0.739000,11611300
2020-07-23,0.710000,0.729000,0.635000,0.674000,0.674000,11578600
2020-07-24,0.670000,0.708000,0.640000,0.698000,0.698000,5409400
2020-07-27,0.710000,0.765000,0.675000,0.699000,0.699000,8611500
2020-07-28,0.701000,0.704000,0.663000,0.685000,0.685000,3193100
2020-07-29,0.680000,0.690000,0.650000,0.678000,0.678000,3712500
2020-07-30,0.660000,0.702000,0.621000,0.670000,0.670000,4771500
2020-07-31,0.660000,0.680000,0.643000,0.654000,0.654000,2826600
2020-08-03,0.645000,0.682000,0.640000,0.680000,0.680000,2611200
2020-08-04,0.682000,0.690000,0.665000,0.680000,0.680000,1646700
2020-08-05,0.680000,0.744000,0.670000,0.735000,0.735000,5852900
